,artist,name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,uri,duration_ms,time_signature,melodic_dubstep?
41,illenium,Nothing Ever After - VNDETTA Remix,0.545,0.886,7,-2.438,1,0.0339,0.000336,0.000352,0.111,0.0997,112.033,audio_features,spotify:track:4cheKLWpmXfJeFbTr9mnTi,220714,4,True
42,illenium,Luv Me A Little - LINEAGE Remix,0.372,0.653,5,-7.77,1,0.0415,0.0167,8.74e-06,0.099,0.129,155.928,audio_features,spotify:track:3DFCtO4p43IYhogDGNOSgL,258462,4,True
43,illenium,Luv Me a Little - BONNIE X CLYDE Remix,0.816,0.557,0,-7.369,1,0.114,0.287,5.81e-06,0.263,0.496,128.053,audio_features,spotify:track:3k95oSRb1BZ9joaFah0Mwl,233438,4,True
44,illenium,Luv Me a Little - A7S DnB Remix,0.533,0.824,0,-4.829,1,0.0375,0.0449,1.79e-05,0.448,0.285,170.023,audio_features,spotify:track:5R6yUk1lZDXesDRH0rCbwj,189176,4,True
45,illenium,Starfall,0.443,0.842,3,-3.957,0,0.12,0.145,0.00772,0.245,0.255,146.011,audio_features,spotify:track:4RwcMh27bqo0SQVwGdD7rc,256438,4,True
46,illenium,All That Really Matters,0.352,0.666,1,-4.909,1,0.0512,0.117,1.81e-06,0.0934,0.227,169.965,audio_features,spotify:track:5zviMoAeuerK1Rd58qXASv,244235,4,True
47,illenium,Worst Day,0.534,0.839,2,-2.951,1,0.053,0.0698,0.0,0.264,0.576,155.002,audio_features,spotify:track:7Bx0oBgnEfVR2bCs6Aul0X,167274,4,True
48,illenium,From the Ashes,0.404,0.789,2,-4.516,1,0.0566,0.0243,0.000231,0.226,0.159,154.858,audio_features,spotify:track:3bEkAkaKjxaC7DubsfCo1t,253984,4,True
49,illenium,Lifeline,0.432,0.792,11,-3.62,0,0.0441,0.000711,0.0,0.468,0.342,160.053,audio_features,spotify:track:3VSDHoLaE0WyCZAu5TpHjt,199500,4,True
50,illenium,Eyes Wide Shut,0.573,0.848,4,-3.413,1,0.0474,0.0122,2.29e-05,0.4,0.418,89.978,audio_features,spotify:track:5TSdmGbr7sukSOzMO0ocZu,152332,4,True
51,illenium,Shivering,0.428,0.907,4,-3.063,0,0.163,0.00594,1.71e-06,0.129,0.244,149.955,audio_features,spotify:track:10Q3ASy9okYt85040yV46c,300917,4,True
52,illenium,You Were Right,0.501,0.76,0,-5.582,1,0.053,0.0412,0.0,0.12,0.198,149.658,audio_features,spotify:track:21vhzb5v7QJXXyBAPAWJNB,235200,4,True
53,illenium,Insanity,0.509,0.861,2,-3.463,1,0.0453,0.0206,0.0,0.337,0.513,158.02,audio_features,spotify:track:01Cbf3nijsIYjKcqdDGvqa,183133,4,True
54,illenium,Drwn,0.321,0.56,5,-7.121,0,0.0516,0.0527,0.00685,0.158,0.167,144.029,audio_features,spotify:track:4pDggnrv0kom7hCKXOZCj4,220000,4,True
55,illenium,Other Side,0.537,0.753,1,-3.351,0,0.082,0.512,0.000244,0.3,0.331,81.929,audio_features,spotify:track:5ee0uqZgZj9p2KDCz2q6RX,211593,4,True
56,illenium,I Want You 2 (Stay),0.617,0.839,1,-2.99,0,0.0422,0.0885,0.0725,0.102,0.493,141.989,audio_features,spotify:track:4tgDWaXgdjFNGuCa3fI7Ef,209578,4,True
57,illenium,With All My Heart,0.565,0.697,9,-4.901,1,0.0316,0.321,0.0,0.0926,0.343,99.934,audio_features,spotify:track:1ENQZlb9iVUnCoN2QtI77e,177600,4,True
58,illenium,Back to You,0.401,0.781,5,-4.99,1,0.0507,0.0228,0.0,0.373,0.2,164.123,audio_features,spotify:track:2vXLuBxoWMgiOdzkxAVnMJ,187317,4,True
59,illenium,Nothing Ever After,0.554,0.902,2,-4.743,0,0.048,0.0116,0.0,0.222,0.268,112.035,audio_features,spotify:track:1YWT9j6SVGwvdwofuxRBe7,235714,4,True
60,illenium,Luv Me a Little,0.478,0.769,5,-5.092,1,0.0448,0.168,0.0,0.156,0.157,155.998,audio_features,spotify:track:1SFA5zEVOsLhEg7ynbvQFT,224615,4,True
61,illenium,U & Me - Lemaitre Remix,0.552,0.604,1,-6.442,1,0.0368,0.00524,8.95e-06,0.0747,0.0889,87.966,audio_features,spotify:track:5ctgndouYusLD9HgXhSzRU,189266,4,True
62,illenium,Blame Myself - Yula Remix,0.579,0.851,5,-5.312,0,0.0339,0.04,0.000677,0.202,0.293,140.043,audio_features,spotify:track:39dRdkoqPYIyB1TNRDVUQp,201177,4,True
63,illenium,Blame Myself - Moore Kismet Remix,0.521,0.73,5,-4.127,0,0.0554,0.0506,0.0015,0.558,0.387,139.991,audio_features,spotify:track:4NsTmmpejm6S7TgrPNPLtB,278459,4,True
64,illenium,In My Mind - Deathpact Reprise,0.397,0.922,8,-3.525,0,0.222,0.0305,0.000336,0.37,0.133,139.749,audio_features,spotify:track:307x7rebgvFcYafhRAIvjW,271612,4,True
65,illenium,U & Me - Nikademis Remix,0.444,0.687,5,-4.218,0,0.0502,0.0122,0.000414,0.106,0.369,183.912,audio_features,spotify:track:4apn5avn9AwGx47LSWGvbA,186271,4,True
66,illenium,Fragments - Last Heroes Remix,0.44,0.877,2,-5.122,1,0.157,0.0211,0.0,0.402,0.463,172.051,audio_features,spotify:track:2yXRunfzz6u8wxKoZRRJP7,202410,4,True
67,illenium,I See You - FIGHT CLVB & Ravek Remix,0.809,0.665,9,-7.877,1,0.238,0.0433,0.672,0.147,0.2,128.042,audio_features,spotify:track:1GZGompAlCtsE83U3P7KWp,171724,4,True
68,illenium,I See You - Julian Jordan Remix,0.729,0.933,2,-5.433,1,0.0934,0.00063,0.574,0.491,0.04,125.021,audio_features,spotify:track:7DEDAvxMhOrX2eHDSVleQx,269545,4,True
69,illenium,Nightlight (feat. Annika Wells) - Kaivon Remix,0.458,0.924,11,-2.737,0,0.054,0.047,5.9e-06,0.0926,0.279,149.818,audio_features,spotify:track:5n2Sg8hN0WALAfbHZs8X1p,241600,4,True
70,illenium,Nightlight (feat. Annika Wells) - MOTi Remix,0.643,0.767,11,-5.822,0,0.0562,0.121,3.7e-06,0.235,0.386,125.968,audio_features,spotify:track:5a9mPrXe4KRdpxGaGFJ3HE,188571,4,True
71,illenium,Paper Thin - Headhunterz Remix,0.398,0.799,1,-4.424,1,0.0484,0.031,6.59e-06,0.19,0.288,154.046,audio_features,spotify:track:0OKHUom3gY9xWago6Y1BKk,245392,4,True
72,illenium,Hearts on Fire - Bassjackers Remix,0.596,0.841,1,-5.679,1,0.272,0.0104,2.08e-05,0.139,0.465,127.832,audio_features,spotify:track:0XgknhnsgmEWczJ3HbyzlF,211875,4,True
73,illenium,First Time (feat. iann dior) - Sam Feldt Remix,0.697,0.781,9,-5.45,1,0.0503,0.0878,0.0,0.102,0.516,91.942,audio_features,spotify:track:3oNaNQlmABqzAMQTmyAjaP,169728,4,True
74,illenium,First Time (feat. iann dior) - Kayzo Remix,0.402,0.962,9,0.943,1,0.0656,0.0105,0.0,0.356,0.527,155.015,audio_features,spotify:track:1itZR2BxnrhSPFM0sYzvR7,166452,4,True
75,illenium,Sideways - Quintino Remix,0.486,0.66,2,-6.874,0,0.0433,0.00871,7.03e-05,0.507,0.106,128.053,audio_features,spotify:track:7330dCQxCxzthZ8Tp44ppT,218438,4,True
76,illenium,Heavenly Side - NGHTMRE Remix,0.423,0.753,5,-5.958,1,0.0515,0.013,0.000143,0.394,0.164,144.851,audio_features,spotify:track:4cU3Hs8L9JyN5m37jmIQx2,203371,4,True
77,illenium,Blame Myself - ILLENIUM and Virtual Riot Remix,0.583,0.922,5,-3.704,0,0.0716,9.28e-05,0.141,0.13,0.317,140.01,audio_features,spotify:track:72srz1PlxoUUNiw6JcqaaI,198857,4,True
78,illenium,Wouldn’t Change A Thing,0.487,0.852,0,-4.002,1,0.0596,0.054,0.0,0.111,0.191,157.934,audio_features,spotify:track:1nxolqTzRn39brCPRk5f8v,187000,4,True
79,illenium,Hurts Like This,0.617,0.795,1,-4.567,0,0.0955,0.0411,0.0,0.0898,0.415,126.06,audio_features,spotify:track:0jitsmziKMI9MpzENnB0Tc,238095,4,True
80,illenium,Superhero,0.607,0.868,8,-4.328,0,0.111,0.0226,7.71e-05,0.128,0.523,171.934,audio_features,spotify:track:1dVn0YP06AMySJXG6hdC55,227000,4,True
81,illenium,I See You,0.252,0.441,6,-7.606,0,0.0827,0.0528,0.735,0.113,0.0519,205.903,audio_features,spotify:track:5zRljvpgY1elGsc18Qp3tC,345437,4,True
82,illenium,Blame Myself,0.392,0.737,8,-3.882,1,0.0857,0.0523,0.000141,0.244,0.402,139.956,audio_features,spotify:track:1suqXPrYygZ7BYiSfaVZE4,230571,4,True
83,illenium,Heavenly Side,0.442,0.748,2,-5.632,1,0.0538,0.0129,0.0,0.0917,0.191,134.176,audio_features,spotify:track:1xddmaN7Ivc2SQ940oBskZ,240000,4,True
84,illenium,Fragments,0.408,0.783,2,-5.081,1,0.0589,0.101,3.45e-06,0.181,0.344,175.956,audio_features,spotify:track:0qH4xYxCrvqO86YyLbkTrB,210000,4,True
85,illenium,Sideways,0.474,0.792,5,-3.302,1,0.051,0.0662,1.09e-06,0.277,0.31,141.926,audio_features,spotify:track:0PMNxtgeNSmPPp4aiA4T8F,251831,4,True
86,illenium,First Time,0.526,0.667,9,-5.451,1,0.0437,0.0505,0.0,0.321,0.43,155.085,audio_features,spotify:track:2eFjKl5cyPPYElDByCh6Tb,165779,4,True
87,illenium,U & Me,0.563,0.837,8,-5.025,1,0.0457,0.0128,0.00922,0.0401,0.631,88.02,audio_features,spotify:track:2umqe74ItZBWCdChsHtXjQ,213500,4,True
88,illenium,Nightlight,0.494,0.651,11,-4.127,0,0.0384,0.0819,0.0,0.104,0.162,149.979,audio_features,spotify:track:06kxa3al7bUqRRo5nAFduZ,222400,4,True
89,illenium,Hearts on Fire,0.365,0.765,1,-4.449,1,0.0416,0.0088,2.06e-06,0.0959,0.241,179.955,audio_features,spotify:track:02oT3HvcsXD64VwOBtH8yM,236318,3,True
90,illenium,Lay It Down,0.413,0.537,7,-4.913,0,0.0311,0.316,4.52e-06,0.0771,0.118,77.661,audio_features,spotify:track:0dxAvCV7LGcGIJQZuqhmgL,264774,4,True
91,illenium,Losing Patience,0.518,0.879,1,-3.087,1,0.119,0.0603,0.0,0.261,0.29,159.833,audio_features,spotify:track:46GMwaaG22TQoKbtj4O2rU,231000,4,True
92,illenium,In My Mind,0.344,0.663,8,-4.448,0,0.0595,0.12,0.0,0.0957,0.233,140.129,audio_features,spotify:track:4nRbhflKt9BAc6YulQ22ga,300222,4,True
93,illenium,Paper Thin,0.557,0.781,1,-3.841,1,0.0925,0.00384,0.0,0.143,0.779,155.924,audio_features,spotify:track:7c2IApOeLTZfrB5dVScRUP,197062,4,True
94,illenium,Crazy Times,0.476,0.507,1,-8.058,1,0.0459,0.405,1.13e-05,0.113,0.17,150.204,audio_features,spotify:track:65Ue0jbK1lhMuWc9XfVanh,230400,4,True
95,illenium,Brave Soul,0.517,0.309,5,-8.606,0,0.0358,0.384,2.53e-06,0.102,0.256,90.036,audio_features,spotify:track:1R6HCzZI4o2gwaax6pw8ry,277333,4,True
96,illenium,Hold On (with Georgia Ku) [Midnight Kids Remix],0.447,0.511,9,-7.269,1,0.0398,0.211,0.0,0.101,0.128,123.994,audio_features,spotify:track:6KnLp3wroe5TkezWDsiqTQ,232258,4,True
97,illenium,Hold On (with Georgia Ku) [Tisoki Remix],0.446,0.922,6,-1.85,0,0.399,0.0369,3.83e-05,0.303,0.295,70.766,audio_features,spotify:track:5qLiiK3hGNTt7Y7FXcWOnQ,225600,4,True
98,illenium,Good Things Fall Apart (with Jon Bellion) [3LAU Remix],0.63,0.812,2,-3.998,1,0.0289,0.000143,3.98e-06,0.155,0.369,144.181,audio_features,spotify:track:3dCl2WZYg3mUgZgb7Ber0x,210000,4,True
99,illenium,Good Things Fall Apart (with Jon Bellion) [William Black Remix],0.59,0.615,11,-6.068,0,0.0357,0.062,0.0,0.0874,0.189,143.965,audio_features,spotify:track:7vZqILkKnaX40eUhDSbU06,223333,4,True
100,illenium,Good Things Fall Apart (with Jon Bellion) [SLANDER Remix],0.343,0.42,2,-10.635,1,0.0434,0.0292,0.00075,0.253,0.0557,147.389,audio_features,spotify:track:5vmRAlW1hZRxg5A96v0aW9,238567,4,True
101,illenium,Good Things Fall Apart (with Jon Bellion) [Tiësto's Big Room Remix],0.562,0.811,2,-2.92,1,0.0524,0.00522,0.0,0.11,0.493,129.971,audio_features,spotify:track:6m8SIT10j41SPpPFOknTmP,247385,4,True
102,illenium,Good Things Fall Apart (with Jon Bellion) [Travis Barker Remix],0.492,0.882,2,-4.212,1,0.039,0.000296,3.22e-05,0.324,0.398,75.011,audio_features,spotify:track:5EppQn6XXssuFcgtP637jT,209954,4,True
103,illenium,That's Why (with GOLDN) [Blunts & Blondes Remix],0.611,0.735,2,-4.604,1,0.0735,0.00936,0.000179,0.304,0.342,139.99,audio_features,spotify:track:3XKd08uHvYzcfdbjzbXzH4,240000,4,True
104,illenium,Blood (with Foy Vance) [Drezo Remix],0.764,0.636,4,-2.847,0,0.143,0.0264,0.000394,0.35,0.119,128.008,audio_features,spotify:track:1bmEHqh6PnlUGDo3yu5Ru1,292500,4,True
105,illenium,Take You Down - Nurko Remix,0.455,0.731,11,-4.054,1,0.0527,0.569,5.88e-05,0.133,0.248,152.088,audio_features,spotify:track:1KApf66VsSqq6rxlVOBfzi,249011,4,True
106,illenium,Take You Down - Blastoyz & Ranji Remix,0.43,0.902,8,-4.752,0,0.0915,0.0131,0.315,0.336,0.184,140.024,audio_features,spotify:track:6Gon7tN5DWzcdQtbeQQZTZ,367257,4,True
107,illenium,Take You Down - Steerner Remix,0.46,0.858,11,-5.527,1,0.0606,0.0864,1.06e-05,0.398,0.375,99.942,audio_features,spotify:track:1gahyBwl7jWJ91m052fgxU,180006,4,True
108,illenium,All Together (with OEKIIN) [Crystal Skies Remix],0.398,0.879,5,-4.426,1,0.0885,0.0376,2.4e-05,0.152,0.227,141.845,audio_features,spotify:track:3SA9HlXXtoTYXDoB6Ak7PN,229859,4,True
109,illenium,Crashing (feat. Bahari) [Snakehips Remix],0.752,0.904,3,-4.119,0,0.093,0.0315,0.193,0.0819,0.524,124.012,audio_features,spotify:track:0blEAz4KnKG7fzvqbTveGO,207285,4,True
110,illenium,Broken Ones (with Anna Clendening) [Last Heroes Remix],0.426,0.758,10,-5.86,1,0.051,0.0115,0.0,0.236,0.157,150.052,audio_features,spotify:track:3nEaqL2YXuorAebBCkA5yv,198400,4,True
111,illenium,Broken Ones (with Anna Clendening) [Breathe Carolina Remix],0.632,0.889,7,-5.965,0,0.0372,0.000597,5.55e-05,0.162,0.371,124.987,audio_features,spotify:track:6DoNIVueX1dj2eKx1NF1D8,197760,4,True
112,illenium,Every Piece Of Me (with Echos) [Ryan Hemsworth Remix],0.735,0.492,7,-6.841,0,0.0404,0.0959,0.559,0.144,0.471,93.02,audio_features,spotify:track:2m9MaxFuMt8SY0legCWC9q,178952,4,True
113,illenium,Sad Songs (with Said The Sky & Annika Wells) [CloudNone Remix],0.642,0.539,1,-8.923,1,0.034,0.446,0.00891,0.307,0.233,128.04,audio_features,spotify:track:69dp0BA7MYtt3zgxuyLhpr,235313,4,True
114,illenium,Pray (feat. Kameron) [Blanke Remix],0.495,0.619,10,-5.581,0,0.0561,0.00862,0.0,0.109,0.347,163.949,audio_features,spotify:track:66x1Nuf4zdrc8lmoLXSfva,228659,4,True
115,illenium,In Your Arms (with X Ambassadors) [Alan Walker Remix],0.496,0.691,2,-5.443,1,0.046,0.0697,1.7e-06,0.112,0.199,159.885,audio_features,spotify:track:1bAhB2a2UeacLYrizlVfHG,249265,4,True
116,illenium,In Your Arms (with X Ambassadors) [ARMNHMR Remix],0.248,0.746,11,-3.786,0,0.0385,0.0386,0.0,0.148,0.224,144.523,audio_features,spotify:track:7w6KQeccCFqZZ6VKwECwXD,220138,4,True
117,illenium,Gorgeous (with Blanke & Bipolar Sunshine) [MEMBA Remix],0.795,0.679,6,-8.165,0,0.068,0.0196,0.271,0.135,0.405,100.026,audio_features,spotify:track:1cJgaf4HnJq1zN6lPZuYb6,201000,4,True
118,illenium,Lonely (with Chandler Leighton) [Friction Remix],0.448,0.778,9,-4.821,1,0.0336,0.002,0.0997,0.194,0.0864,173.996,audio_features,spotify:track:6JWBrFsMLq5tAXMhahEKWy,230481,4,True
119,illenium,Lonely (with Chandler Leighton) [WHIPPED CREAM Remix],0.397,0.746,4,-5.984,0,0.0759,0.0209,0.0313,0.343,0.0786,174.218,audio_features,spotify:track:1vxjwRrpQgq9HseLdGH9Mz,237416,4,True
120,illenium,I Care - Intro,0.164,0.0774,11,-15.546,0,0.0402,0.86,0.849,0.146,0.0384,182.19,audio_features,spotify:track:5NMa4Z4rtWqyt6VN7h2bpo,33158,5,True
121,illenium,Hold On (with Georgia Ku),0.506,0.744,9,-3.605,1,0.042,0.0463,6.62e-06,0.52,0.396,76.056,audio_features,spotify:track:5Cevkgj9FyNRFIwY3xSCn8,235263,4,True
122,illenium,Good Things Fall Apart (with Jon Bellion),0.643,0.594,2,-5.453,1,0.0318,0.0128,0.0,0.118,0.442,144.033,audio_features,spotify:track:6pooRNiLyYpxZeIA5kJ5EX,216668,4,True
123,illenium,That’s Why (with GOLDN),0.487,0.621,2,-4.676,1,0.0333,0.091,0.0,0.132,0.178,140.04,audio_features,spotify:track:4HQwS0eDQ57zOER0fp7DoD,252913,4,True
124,illenium,Blood (with Foy Vance),0.358,0.896,4,-4.547,0,0.159,0.083,0.0014,0.372,0.1,75.192,audio_features,spotify:track:3Fk8bs3cn1To3RirJk4Q8e,248000,4,True
125,illenium,Take You Down,0.285,0.694,11,-3.358,1,0.0482,0.511,0.000128,0.374,0.163,170.124,audio_features,spotify:track:0n30h31bEKiIHXXzPbkdqy,221294,4,True
126,illenium,All Together (with OEKIIN),0.437,0.688,5,-5.315,1,0.0364,0.0656,0.0,0.156,0.193,130.114,audio_features,spotify:track:1ucn3B55IQQcQ8PPHcFtDS,238558,4,True
127,illenium,Crashing (feat. Bahari),0.582,0.681,5,-6.138,1,0.0458,0.342,0.0,0.186,0.273,95.995,audio_features,spotify:track:7egj375ez0KtF3bYCfAHdZ,230000,4,True
128,illenium,Broken Ones (with Anna Clendening),0.545,0.668,7,-3.962,0,0.0906,0.148,0.0,0.372,0.249,149.988,audio_features,spotify:track:6tPnAqe6UNeKMoOrruBSEi,198286,4,True
129,illenium,Every Piece Of Me (with Echos),0.343,0.321,7,-9.53,0,0.0357,0.514,0.000505,0.232,0.44,119.096,audio_features,spotify:track:3cBbeY7DCckx8eEQ70AM5y,223405,5,True
